,bill_number,title,short_title​,sponsor_party​,introduced_date​,enacted​,vetoed​,cosponsors_count​,cosponsors_R,cosponsors_D,cosponsors_I,primary_subject​,summary_short​,actions_count​,votes_count
1470,HR7006,To amend the Internal Revenue Code of 1986 to provide disaster assistance relief.,Disaster Tax Relief Act of 2008,D,2008-09-23,,,12,0,12,0,Taxation,"Disaster Tax Relief Act of 2008 - Amends the Internal Revenue Code to provide tax relief in federally declared disaster areas.(Sec. 2) Waives the 10% adjusted gross income limitation on personal casualty losses for losses sustained from a federally declared disaster occurring after December 31 2007 and before January 1 2012. Defines ""federally declared disaster"" as any disaster determined by the President to warrant federal assistance under the Robert T. Stafford Relief and Emergency Assis...",11,1
1471,S2606,A bill to reauthorize the United States Fire Administration and for other purposes.,United States Fire Administration Reauthorization Act of 2008,D,2008-02-07,,,12,4,6,0,Emergency management,United States Fire Administration Reauthorization Act of 2008 - (Sec. 3) Amends the Federal Fire Prevention and Control Act of 1974 to authorize appropriations for the U.S. Fire Administration (USFA) for FY2009-FY2012. (Sec. 4) Authorizes the Superintendent of the National Academy for Fire Prevention and Control to include within fire service personnel training: (1) tactics and strategies for dealing with natural disasters acts of terrorism and other man-made disasters; (2) applying new tec...,22,1
1472,HRES1490,Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules.,,D,2008-09-24,,,0,0,0,0,,Waives a specified requirement of Rule XIII (Calendar and Committee Reports) to allow consideration or disposition of a measure (providing incentives for energy production and conservation extending certain expiring provisions and providing individual income tax relief) on the same day it is presented to the House.,8,2
1473,HR758,To require that health plans provide coverage for a minimum hospital stay for mastectomies lumpectomies and lymph node dissection for the treatment of breast cancer and coverage for secondary consultations.,Breast Cancer Patient Protection Act of 2008,D,2007-01-31,,,223,33,190,0,Health,Breast Cancer Patient Protect Act of 2008 - Amends the Employee Retirement Income Security Act of 1974 (ERISA) the Public Health Service Act and the Internal Revenue Code to require a group health plan or a health issuer offering group health insurance coverage that provides medical and surgical benefits to ensure that inpatient (and in the case of a lumpectomy outpatient) coverage and radiation therapy are provided for breast cancer treatment. Prohibits such a plan or issuer from: (1) res...,22,1
1474,HRES1501,Providing for consideration of the bill (H.R. 7060) to amend the Internal Revenue Code of 1986 to provide incentives for energy production and conservation to extend certain expiring provisions to provide individual income tax relief and for other purposes.,,D,2008-09-25,,,0,0,0,0,,Sets forth the rule for consideration of the bill (H.R. 7060) to amend the Internal Revenue Code of 1986 to provide incentives for energy production and conservation to extend certain expiring provisions to provide individual income tax relief.,8,1
1475,HCONRES255,Expressing the sense of Congress regarding the United States commitment to preservation of religious and cultural sites and condemning instances where sites are desecrated.,,R,2007-11-13,,,59,30,29,0,International affairs,Expresses strong support for the work of the United States Commission for the Preservation of America's Heritage Abroad and for the European countries that continue to work to preserve sacred historical sites. Expresses strong sentiments to the government of Lithuania that the people of the United States believe the Jewish cemetery located in the Snipiskes area of Vilnius Lithuania must not be desecrated. Calls on Lithuania to seriously consider recommendations being prepared by an internat...,12,1
1476,HR1014,To amend the Federal Food Drug and Cosmetic Act and the Public Health Service Act to improve the prevention diagnosis and treatment of heart disease stroke and other cardiovascular diseases in women.,Heart Disease Education Analysis Research and Treatment for Women Act,D,2007-02-13,,,238,67,171,0,Health,Heart Disease Education Analysis Research and Treatment for Women Act or the HEART for Women Act - (Sec. 2) Amends the Federal Food Drug and Cosmetic Act to allow the Secretary of Health and Human Services to deny a new drug application if the application fails to include required information on clinical investigations.Directs the Secretary to require that a new drug application include any clinical data possessed by the applicant that relates to the safety and effectiveness of the drug i...,15,1
1477,HR6950,To establish the Stephanie Tubbs Jones Gift of Life Medal for organ donors and the family of organ donors.,Stephanie Tubbs Jones Gift of Life Medal Act of 2008,D,2008-09-18,,,52,8,44,0,Commemorations,Stephanie Tubbs Jones Gift of Life Medal Act of 2008 - Makes any organ donor or the family of any organ donor eligible for a Stephanie Tubbs Jones Gift of Life Medal. Requires the Secretary of Health and Human Services to direct the Organ Procurement and Transplantation Network to establish an application procedure determine eligibility and arrange for the presentation of medals.Allows only one medal per family. Requires that such medal be presented to the donor or in the case of a decea...,12,1
1478,HRES1421,Solemnly commemorating the 25th anniversary of the tragic October 1983 terrorist bombing of the United States Marine Corps Barracks in Beirut Lebanon and remembering those who lost their lives and those who were injured.,,R,2008-09-09,,,44,25,19,0,Armed forces and national security,Honors and remembers on the 25th anniversary of the bombing of the U.S. Marine Corps barracks in Beirut Lebanon the service and sacrifice of the members of the Armed Forces who were bombing victims and those who died in Beirut from 1982 to 1984. Joins family and friends in mourning the members who lost their lives in the tragic bombing and while serving as peacekeepers in Beirut.,9,1
1479,HRES1502,Providing for consideration of the bill (H.R. 7060) to amend the Internal Revenue Code of 1986 to provide incentives for energy production and conservation to extend certain expiring provisions to provide individual income tax relief and for other purposes.,,D,2008-09-25,,,0,0,0,0,,Sets forth the rule for consideration of the bill (H.R. 7060) to amend the Internal Revenue Code of 1986 to provide incentives for energy production and conservation to extend certain expiring provisions to provide individual income tax relief.,10,2
1480,HR6045,To amend title I of the Omnibus Crime Control and Safe Streets Act of 1968 to extend the authorization of the Bulletproof Vest Partnership Grant Program through fiscal year 2012.,Bulletproof Vest Partnership Grant Act of 2008,D,2008-05-13,,,171,36,135,0,Crime and law enforcement,Bulletproof Vest Partnership Grant Act of 2008 - Amends the Omnibus Crime Control and Safe Streets Act of 1968 to extend through FY2012 the grant program for armor vests for law enforcement officers.,16,1
